@RELATION SecondInningResults

@attribute 'InningId' numeric
@attribute 'BoundaryRuns Presentage' numeric
@attribute 'avgMeanRunsInBattingSegment' numeric
@attribute 'avgPressureFactor' numeric
@attribute 'averageRunsInBattingSegment' numeric
@attribute 'dotBowlPresentage' numeric
@attribute 'dotBowlToRunsRatio' numeric
@attribute 'FirstBatOrSecondBat' {1,2}
@attribute 'fourHitting Frequency' numeric
@attribute 'matchId' numeric
@attribute 'numberOfBattingSegment' numeric
@attribute 'numberOfWicketsLost' numeric
@attribute 'sixHittingFrequency' numeric
@attribute 'Class' {win,loss}

@data
2,14.634146341463415,1.3404255319148937,0.5319148936170213,1.3404255319148937,49.504950495049506,0.6097560975609756,2,2.9702970297029703,1,47,10,2.9702970297029703,loss
4,34.78260869565217,2.8405797101449277,1.144927536231884,2.8405797101449277,18.548387096774192,0.1111111111111111,2,14.516129032258064,2,69,4,7.258064516129032,loss
6,54.54545454545455,2.8372093023255816,1,2.8372093023255816,31.95876288659794,0.23484848484848486,2,18.556701030927837,3,43,1,1.0309278350515463,win
8,36.144578313253014,2.7288135593220337,0.9661016949152542,2.7288135593220337,29.26829268292683,0.21686746987951808,2,12.195121951219512,4,59,5,4.878048780487805,win
10,17.857142857142858,1.6470588235294117,0.6666666666666666,1.6470588235294117,50,0.5446428571428571,2,4.098360655737705,5,51,5,3.278688524590164,win
12,40.476190476190474,3.627906976744186,1.1162790697674418,3.627906976744186,39.49579831932773,0.27976190476190477,2,14.285714285714286,6,43,4,5.882352941176471,win
14,41.95804195804196,3.275,1.075,3.275,31.325301204819276,0.18181818181818182,2,18.072289156626507,7,40,1,7.228915662650603,win
16,37.62376237623762,3.5660377358490565,1.2264150943396226,3.5660377358490565,29.6875,0.18811881188118812,2,14.84375,8,53,7,6.25,loss
18,33.17972350230415,3.230769230769231,1.3076923076923077,3.230769230769231,27.868852459016395,0.15668202764976957,2,14.754098360655737,9,65,7,11.475409836065573,win
20,41.37931034482759,1.981818181818182,0.7454545454545455,1.981818181818182,54.76190476190476,0.5948275862068966,2,9.523809523809524,10,55,9,3.1746031746031744,loss
22,63.768115942028984,2.7,1,2.7,41.904761904761905,0.3188405797101449,2,20.952380952380953,11,50,3,1.9047619047619047,win
24,31.57894736842105,2.7346938775510203,1,2.7346938775510203,31.77570093457944,0.2236842105263158,2,11.214953271028037,12,49,1,4.672897196261682,win
26,33.54838709677419,4.866666666666666,1.5666666666666667,4.866666666666666,27.272727272727273,0.13548387096774195,2,16.883116883116884,13,30,0,14.285714285714286,win
28,46.91358024691358,2.8333333333333335,1,2.8333333333333335,37.39837398373984,0.2839506172839506,2,15.447154471544716,14,54,6,2.4390243902439024,win
30,33.93939393939394,2.3582089552238807,0.9850746268656716,2.3582089552238807,28.225806451612904,0.21212121212121213,2,11.290322580645162,15,67,10,4.032258064516129,loss
32,49.27536231884058,2.6739130434782608,0.9130434782608695,2.6739130434782608,44.067796610169495,0.37681159420289856,2,14.40677966101695,16,46,3,1.694915254237288,win
34,35.35911602209945,2.640625,1.078125,2.640625,26.446280991735538,0.17679558011049723,2,13.223140495867769,17,64,5,5.785123966942149,loss
36,50.29940119760479,3.0961538461538463,1.1153846153846154,3.0961538461538463,27.35042735042735,0.19161676646706588,2,17.94871794871795,18,52,3,1.7094017094017093,win
